核心客户号|签约日期|当前签约日期|零售签约产品代码|零售签约产品描述|签约口径说明
1516639631|2014/12/29|2014/12/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1142329646|2015/2/14|2015/2/14|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520762825|2015/10/23|2015/10/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526128851|2015/11/20|2015/11/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1506034588|2014/3/19|2015/1/16|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1142872493|2014/1/25|2014/1/25|101023|一年定期存款|存款协议级汇总表（存款期限一年定期)余额>0
1507116218|2016/2/18|2016/2/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500035805|2013/3/30|2013/3/30|30106|普通信用卡(白金卡)|信用卡表卡状态'01'，结束日期大于20140430，卡级别为'40'
1506804263|2015/1/11|2015/1/11|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1519364628|2015/2/28|2015/2/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1501217842|2015/12/23|2015/12/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1253222709|2014/10/15|2014/10/15|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524892478|2015/10/24|2015/10/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1504294173|2013/11/23|2014/12/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520011720|2015/3/27|2015/3/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520215494|2015/4/1|2015/4/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1511352673|2014/7/17|2014/7/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1518479708|2015/1/17|2015/1/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1523252318|2015/7/23|2015/7/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524821330|2015/9/24|2015/9/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1502087482|2013/7/22|2013/7/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1160789664|2014/3/18|2014/3/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1173302107|2014/6/27|2014/6/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1182453308|2015/9/28|2015/9/28|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1244254706|2012/3/29|2012/3/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1513680164|2014/9/26|2014/9/26|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1509385673|2015/2/13|2015/2/13|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1301106994|2016/2/14|2016/2/14|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524784955|2015/12/13|2015/12/13|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524917920|2015/9/28|2015/9/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507237565|2014/3/9|2014/3/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526916384|2015/12/23|2015/12/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1113718845|2016/1/28|2016/1/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507230265|2014/7/7|2014/7/7|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1506713041|2015/9/21|2015/9/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1508931151|2014/4/30|2014/4/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1223336805|2015/11/24|2015/11/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1523107226|2015/7/16|2015/7/16|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1231115581|2012/8/15|2012/8/15|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1522468020|2015/6/25|2015/6/25|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1153535639|2014/3/7|2014/3/7|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524779801|2015/9/23|2015/9/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1221123097|2012/1/20|2014/8/31|101024|两年定期存款|存款协议级汇总表（存款期限两年定期)余额>0
1524229397|2015/9/15|2015/9/15|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1165853462|2012/3/21|2012/3/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507886544|2014/6/26|2014/6/26|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1131656839|2013/5/17|2013/5/17|20110|外汇买卖|客户签约我行外汇买卖产品，即视为客户持有该产品
1525453910|2015/10/26|2015/10/26|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505783434|2013/12/24|2013/12/24|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1514458422|2015/1/28|2015/1/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1142155964|2015/3/4|2015/3/4|101023|一年定期存款|存款协议级汇总表（存款期限一年定期)余额>0
1526441611|2015/12/3|2015/12/3|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1163696228|2011/3/28|2015/8/11|101021|三个月及以下定期存款|存款协议级汇总表（存款期限在3月及以下定期）余额>0
1185913934|2012/10/10|2012/10/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505966184|2013/12/31|2013/12/31|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1506552713|2014/2/9|2014/2/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1265967044|2015/12/3|2016/3/11|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1527272210|2016/1/20|2016/1/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1511625271|2014/8/1|2014/8/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1511749430|2016/1/20|2016/1/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524558568|2015/10/8|2015/10/8|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1313813821|2013/5/21|2013/5/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1288028215|2016/3/14|2016/3/14|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1510968859|2014/6/30|2014/6/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1211802493|2015/8/3|2015/8/3|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1528668742|2016/3/18|2016/3/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527304310|2016/1/14|2016/1/14|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524032082|2015/8/26|2015/8/26|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526900525|2015/12/29|2015/12/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1509665269|2015/4/29|2015/4/29|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1182639389|2014/6/29|2014/6/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1506469006|2016/2/2|2016/2/2|10102C|长期定期存款|产品包括三年、四年、五年定期存款 余额>0
1527725632|2016/1/29|2016/1/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526462521|2015/12/4|2015/12/4|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507563273|2014/5/5|2014/5/5|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527854335|2016/2/15|2016/2/15|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1516176973|2015/10/9|2015/10/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1321063933|2013/12/30|2013/12/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500183525|2013/11/24|2013/11/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1501696966|2013/6/28|2013/6/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1514873335|2014/11/8|2014/11/8|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526502777|2015/12/12|2015/12/12|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1528168655|2016/2/26|2016/2/26|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1507021955|2014/3/3|2014/3/3|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1206540270|2014/11/19|2014/11/19|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1130363802|2016/1/21|2016/1/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507435818|2016/1/27|2016/1/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1221902367|2014/3/10|2014/3/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1118873377|2012/12/27|2012/12/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1509929503|2014/6/6|2014/6/6|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1516057001|2015/2/4|2015/5/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1528078037|2016/2/23|2016/2/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1523984059|2015/11/7|2015/11/7|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1513413365|2014/9/29|2014/9/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1523064138|2015/7/13|2015/7/13|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1514491429|2015/9/26|2015/9/26|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526492254|2015/12/5|2015/12/5|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527118499|2015/12/31|2015/12/31|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1175232724|2014/11/8|2014/11/8|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1522700464|2015/6/27|2015/6/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1521355240|2015/6/25|2015/6/25|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1142872493|2016/2/20|2016/2/20|101024|两年定期存款|存款协议级汇总表（存款期限两年定期)余额>0
1521755053|2016/2/5|2016/2/5|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500035805|2015/6/25|2015/6/25|20110|外汇买卖|客户签约我行外汇买卖产品，即视为客户持有该产品
1516180527|2015/9/20|2015/9/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1176229417|2014/12/25|2014/12/25|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1513931787|2014/10/13|2014/10/13|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1268726379|2016/3/17|2016/3/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1501952473|2013/7/12|2014/12/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1104690824|2012/2/1|2014/6/5|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1502583248|2014/2/19|2014/2/19|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1509221649|2014/5/9|2015/1/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500054520|2013/2/22|2013/2/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524524878|2015/9/14|2015/9/14|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520494857|2015/4/13|2015/4/13|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1519351949|2015/7/14|2015/7/14|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1518651869|2015/11/22|2015/11/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1515388125|2016/1/21|2016/1/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507009708|2014/4/4|2014/4/4|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1508910257|2014/4/29|2014/4/29|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1350484044|2013/6/27|2013/6/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1506654719|2015/3/11|2015/3/11|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524242516|2015/9/2|2015/9/2|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1504065888|2014/9/7|2014/9/7|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524784955|2015/9/23|2015/12/13|101023|一年定期存款|存款协议级汇总表（存款期限一年定期)余额>0
1505694025|2013/12/20|2013/12/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1308674921|2012/4/20|2012/4/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1098772007|2015/3/2|2015/3/2|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520766157|2015/10/17|2015/10/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1206512366|2015/12/29|2015/12/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1231572015|2011/12/29|2011/12/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505932644|2013/12/30|2016/2/4|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500249728|2013/12/4|2013/12/4|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1110609012|2014/9/16|2014/9/16|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520144197|2015/3/30|2015/3/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527276745|2016/1/10|2016/1/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1515209940|2015/8/25|2015/8/25|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520375212|2015/4/10|2015/4/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1522274266|2016/3/10|2016/3/10|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1246228666|2013/9/17|2013/9/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1176409582|2012/2/28|2012/2/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507886544|2015/11/16|2015/11/16|101023|一年定期存款|存款协议级汇总表（存款期限一年定期)余额>0
1192401234|2014/4/17|2014/4/17|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1507489066|2014/3/17|2014/3/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1128240561|2012/12/5|2012/12/5|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1509180513|2014/5/9|2014/5/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525795189|2016/1/21|2016/1/21|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1508580569|2014/4/23|2014/4/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527984836|2016/2/18|2016/2/18|101024|两年定期存款|存款协议级汇总表（存款期限两年定期)余额>0
1501644508|2014/7/15|2014/7/15|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1509946365|2014/6/1|2014/6/1|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1511205959|2015/1/5|2015/9/11|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1506473311|2016/1/21|2016/1/21|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1082124952|2014/3/13|2014/3/13|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1230915344|2012/1/19|2012/1/19|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1514417728|2016/3/17|2016/3/17|101021|三个月及以下定期存款|存款协议级汇总表（存款期限在3月及以下定期）余额>0
1515484567|2015/9/1|2015/9/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505737886|2013/12/22|2013/12/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505905518|2013/12/28|2013/12/28|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1505532690|2014/1/16|2014/1/16|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1516519271|2015/10/9|2015/10/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1122293307|2016/2/18|2016/2/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505970986|2014/1/9|2015/4/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526352986|2015/11/30|2015/11/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1524898896|2015/10/15|2015/10/15|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1166182794|2015/12/17|2015/12/17|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1099087833|2015/3/20|2015/9/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1189441730|2013/12/12|2013/12/12|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1240146504|2013/10/21|2013/10/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525033832|2015/10/10|2015/10/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1516214072|2015/7/17|2015/7/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507462955|2014/4/23|2014/4/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525872551|2016/3/17|2016/3/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1521822596|2015/6/1|2015/6/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1513414616|2015/11/19|2015/11/19|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520938823|2015/4/30|2015/4/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1302229399|2012/3/1|2012/3/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1230927628|2013/9/3|2013/9/3|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1523500071|2015/8/2|2015/8/2|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1508922878|2014/4/29|2014/4/29|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1518919826|2015/2/4|2015/2/4|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1518504567|2016/1/7|2016/1/7|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1521216612|2016/2/18|2016/2/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1177076937|2014/7/17|2014/7/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1516836920|2015/10/7|2015/10/7|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1512490216|2015/7/16|2015/7/16|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1526947864|2015/12/24|2015/12/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1512264551|2014/8/22|2014/8/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527700991|2016/1/27|2016/1/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1501205054|2013/9/27|2013/9/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527269465|2016/1/8|2016/1/8|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1523568159|2015/8/13|2015/8/13|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1225787450|2012/2/28|2012/2/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525767764|2015/11/6|2015/11/6|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1288588718|2012/1/13|2012/1/13|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520225795|2015/4/1|2015/4/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1521501980|2015/5/21|2015/5/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1142872493|2013/3/28|2013/3/29|10102C|长期定期存款|产品包括三年、四年、五年定期存款 余额>0
1507621646|2014/3/20|2014/3/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1060205471|2013/7/26|2013/7/26|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1505915511|2013/12/29|2013/12/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527068525|2015/12/29|2015/12/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525181724|2015/10/14|2015/10/14|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520231079|2015/4/8|2015/4/8|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1514849608|2015/1/25|2015/1/25|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525732842|2015/11/9|2015/11/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507169982|2014/3/6|2014/3/6|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1513850958|2015/4/4|2015/4/4|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1506724509|2016/1/6|2016/1/6|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1326357517|2013/9/24|2015/7/2|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1502043404|2016/2/5|2016/2/5|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507884673|2015/11/18|2015/11/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1212046301|2011/11/25|2011/11/25|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1309827086|2015/12/24|2015/12/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1233448048|2012/1/20|2012/1/20|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525439853|2015/10/24|2015/10/24|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1506491942|2014/2/17|2014/2/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505879652|2014/6/6|2014/6/6|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1161256055|2012/2/22|2012/2/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1502386258|2014/3/10|2014/3/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1528554059|2016/3/20|2016/3/20|101023|一年定期存款|存款协议级汇总表（存款期限一年定期)余额>0
1515033460|2015/12/25|2015/12/25|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525351108|2015/10/21|2015/10/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1517382817|2015/11/5|2015/11/5|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1505992774|2014/8/22|2014/8/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1519197936|2015/12/16|2015/12/16|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1515965657|2015/4/23|2015/4/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527622483|2016/1/26|2016/1/26|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1513805332|2015/3/5|2015/3/5|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520487387|2016/2/1|2016/2/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1269881901|2012/2/28|2012/2/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507706537|2015/10/18|2015/10/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1512131774|2014/8/11|2014/8/11|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1519863355|2015/9/22|2015/9/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1221123097|2013/11/17|2013/11/17|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1263062922|2013/10/28|2013/10/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1511294630|2015/10/19|2015/10/19|101023|一年定期存款|存款协议级汇总表（存款期限一年定期)余额>0
1182848405|2016/3/10|2016/3/16|101021|三个月及以下定期存款|存款协议级汇总表（存款期限在3月及以下定期）余额>0
1500150289|2013/3/17|2013/3/17|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1520050013|2015/3/26|2015/3/26|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1519249192|2015/2/15|2015/2/15|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1526829723|2015/12/21|2015/12/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1516003324|2016/3/22|2016/3/22|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1165839658|2011/12/22|2011/12/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1214024771|2014/5/12|2014/5/12|10102C|长期定期存款|产品包括三年、四年、五年定期存款 余额>0
1273957409|2015/1/9|2015/1/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1276883281|2015/9/23|2015/9/23|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1521465707|2015/11/23|2015/11/23|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1161406474|2014/5/28|2014/5/28|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1227472179|2015/3/18|2015/3/18|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1512482152|2014/8/22|2014/8/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500099551|2015/9/22|2016/3/1|10136|偏债型基金|基金产品属性代码在(3,5)中，且市值>0
1513035130|2014/9/10|2014/9/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1217315246|2015/11/28|2015/11/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1527505073|2016/1/19|2016/1/19|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1512937823|2016/1/27|2016/1/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1131141179|2015/9/28|2015/9/28|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1121814745|2012/1/10|2012/1/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1513208007|2014/9/15|2015/8/10|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1264451357|2012/4/17|2012/4/17|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507308161|2014/3/11|2014/3/11|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1504911812|2013/11/24|2013/11/24|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1509832036|2014/5/30|2014/5/30|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1253406520|2014/10/14|2014/10/14|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1512631465|2014/11/22|2014/11/22|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1504158514|2013/10/27|2013/10/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1253042060|2012/12/27|2012/12/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500067291|2013/2/21|2013/2/21|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1506646842|2014/2/20|2014/2/20|101023|一年定期存款|存款协议级汇总表（存款期限一年定期)余额>0
1522746301|2015/7/6|2015/7/6|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1507204792|2015/12/29|2015/12/29|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1520880830|2015/4/27|2015/4/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1100500215|2015/7/9|2015/7/9|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1500140472|2013/3/14|2013/3/14|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1506161942|2014/1/11|2014/1/11|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1519633275|2015/3/12|2015/3/12|20160|手机银行|T03_INTER_MBANK_SERV_CONTR 客户为有效，则认为是客户为签约客户
1514478621|2015/7/24|2015/7/24|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1525032876|2015/10/8|2015/10/8|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1160049492|2014/8/27|2014/8/27|10122|保本收益理财|产品编号FSFA开头 且余额大于0
1523085446|2015/10/1|2015/10/1|10122|保本收益理财|产品编号FSFA开头 且余额大于0
